ClientID,Name,TypeID,City,Region,Pricing
4538,Sun Windtower,13,Eden Prairie,MN,3
4539,Sears Outlet,13,Jackson,MS,1
4540,Karnet Mediterranean,13,River Grove,IL,2
4541,Kempharm,13,Bozeman,MT,3
4542,Gs Grove,13,Doylestown,PA,2
4543,Boston Fruits,13,Austin,TX,3
4544,Tivo,13,Broomall,PA,3
4545,Hawaii Bar,13,29 Palms,CA,2
4546,Patterson Uti,13,Toledo,OH,1
4547,Broadwind,13,Portland,OR,1
4548,Delek Us Eatings,13,Venice,FL,3
4549,Meridiannterstate,13,Lake Bluff,IL,3
4550,Imperial Fish,13,Houston,TX,2
4551,Greenfield Farms Food,13,Rapid City,SD,3
4552,Howard Hughes Bar,13,Ellicott City,MD,2
4553,Afc Building Bakes,13,Philadelphia,PA,3
4554,Capall Stables,13,Philadelphia,PA,3
4555,Instride,13,Overland Park,KS,3
4556,Petrichor Outlet,13,Fairview Heights,IL,2
4557,Symmetry Surgical,13,Aspen,CO,2
4558,Axion Power Lodge,13,Charlotte,NC,3
4559,Life Time Fitness,13,Burbank,CA,3
4560,Telkonet,13,New York,NY,1
4561,Scynexis,13,Austin,TX,3
4562,Left Behind Games,13,Hudson,NY,3
4563,Flexfridge,13,Pittsburgh,PA,1
4564,Scor Lodge Foods,13,Pasadena,CA,3
4565,Michaels Stores,13,Middleton,WI,1
4566,Rogers Bar,14,Riverview,FL,2
4567,Skyline ,13,Palm Springs,CA,3
4568,Artisanal Brands,13,Denver,CO,3
4569,Ascent Sun Bakes,13,Truckee,CA,1
4570,Blue Earth,13,Beverly Hills,CA,3
4571,Global Green,13,Houston,TX,3
4572,Jishanye,13,Greenfield,IN,2
4573,Elm Valley Bakery,13,Rush City,MN,2
4574,Antero Fish,13,Blairsville,GA,1
4575,First Mariner Baker,13,Oregon City,OR,3
4576,Rubbles Pub,13,Wray,CO,1
4577,First Cal Baker,13,Columbus,OH,1
4578,Suncity Bar,13,Minneapolis,MN,3
4579,Flurida,13,Falcon Heights,MN,3
4580,Sqn Alternative,13,Los Gatos,CA,3
4581,Summit Hotel Fruits,15,Perrysburg,OH,2
4582,Sowa Jisho Lodge,13,Valley Glen,CA,3
4583,Townsquare Media,13,Dover,NH,3
4584,Aspect Soft Parent,13,San Francisco,CA,1
4585,Shopeye,13,Bloomington,IN,3
4586,Bahamas Concierge,13,Alton,IL,1
4587,Clifton Baker,13,Garden Grove,CA,2
4588,Chindex Lodge,13,Green Lake,WI,1
4589,Jarex Cookery Bar,13,Raleigh,NC,1
4590,Iris Lodge,13,Trussville,AL,1
4591,Findex Com,13,Edmond,OK,3
4592,Applied,13,New York,NY,3
4593,Talon Kitchens,13,Baltimore,MD,3
4594,Enpro Noodles,13,Springfield,MO,3
4595,Breitlingbar,13,Vero Beach,FL,1
4596,Berating Sweets,13,Westbury,NY,3
4597,Shares Euro,13,New York,NY,3
4598,Dune,13,Fort Myers,FL,3
4599,Marchex,13,Potomac,MD,3
4600,Intermountain Community,13,Sonoma,CA,1
4601,Heron Lake Bioenergy,13,Paterson,NJ,1
4602,Indelible Lehman Pizzeria,13,Pittsburgh,PA,3
4603,Seritage Growth,13,Mars,PA,1
4604,Pacifibar Or,13,Myrtle Beach,SC,1
4605,Trimas Bar,13,Gurnee,IL,3
4606,Ridgewoods Fun,13,Vacaville,CA,3
4607,Realogy Eatings Bar,13,Surrey,BC,3
4608,One 4 Art,13,Clovis,CA,3
4609,Microlin Bio,13,Chesterfield,MI,1
4610,Comm Krum Food,13,Denver,CO,3
4611,Metalico,13,Cambria,CA,1
4612,First Pub Mo,13,Ellisville,MO,3
4613,Impax,13,New York City,NY,3
4614,Crum River De,13,Albuquerque,NM,3
4615,Priceline,13,New Holstein,WI,2
4616,Houston Wire & Cable,13,San Mateo,CA,1
4617,American Eggs,13,Orlando,FL,3
4618,Public Service Panda,13,St Peters,MO,2
4619,Deep Well Eatery,13,Chadds Ford,PA,3
4620,Geo,13,Great Falls,VA,3
4621,Idle Media,13,Pine Plains,NY,1
4622,Star Mountain Fish,13,Bloomingdale,IL,2
4623,Intralinks Eatings,13,Kingsville,TX,2
4624,Greentech Take-Out,13,Las Vegas,NV,3
4625,Neutra Bar,13,Walnut Creek,CA,3
4626,Pollen Mercedes Grill,13,Portland,IN,2
4627,Hovnanian Enterprises,13,New York,NY,3
4628,Infantry Café,13,New York,NY,3
4629,New Leaf Brands,13,Lake Charles,LA,3
4630,China Runji,13,Mukilteo,WA,3
4631,Fluorokarma Love,13,Yorkville,NY,2
4632,Workhorse,13,Saratoga Springs,NY,3
4633,Golden Bridge ,13,Gainesville,FL,2
4634,Alteva,14,Hilton Head Island,SC,1
4635,Corinthian Colleges,13,Norfolk,VA,1
4636,Formcap Chophouse,13,Novi,MI,1
4637,New Century Fish,13,Warren,MI,3
4638,Bemis,13,New York,NY,3
4639,Calavo Growers,13,Memphis,TN,3
4640,Casi Grill,13,Philadelphia,PA,2
4641,Liberty Sweets Pub,13,Daphne,AL,3
4642,Cubist Eaterys,13,Concord,NC,3
4643,Diamante Pizza,13,New York,NY,1
4644,Stereotyped Hyundai Chop,13,Sacramento,CA,3
4645,Wholelife Nuggets,13,Natick,MA,1
4646,Hosting Cal Edibles,13,New York,NY,3
4647,Fogo De Chao,13,Charleston,SC,3
4648,Biotricity,13,Windsor Locks,CT,1
4649,Vortronnix Bakes,13,Armonk,NY,3
4650,Sweeter Cafetaria,13,Winona,MS,2
4651,Symantec Bar,13,Latham,NY,3
4652,Victor Bakes,13,Casper,WY,2
4653,Plied Independence,13,Minneapolis,MN,1
4654,Universal Movers Bar,13,West Des Moines,IA,3
4655,Mcbc Eatings,13,Chicago,IL,3
4656,Mid Wisconsin Cooks,13,Minneapolis,MN,1
4657,Amicus Kitchens,13,Baltimore,MD,3
4658,Precinct Cole Sweets,13,Jericho,NY,1
4659,Inolife Bakes,13,New York,NY,3
4660,Titan Machinery,13,Mississauga,ON,1
4661,Westport Fishery,13,New York,NY,1
4662,Frontier Grease,13,Bellingham,WA,3
4663,Zhong Lodge,13,Portland,OR,3
4664,Malaysian Pro-Guardians,13,Long Branch,NJ,1
4665,Matador Fish Co,13,Healdsburg,CA,3
4666,Seventy Seven,13,Lakeview,OR,2
4667,Boomer,13,North Miami,FL,2
4668,Sherman Hill Bakery,13,Pigeon Forge,TN,1
4669,National Housing,13,Dedham,MA,2
4670,China Ruitai,13,Sacramento,CA,1
4671,Pathfinder Cell Therapy,13,Los Gatos,CA,3
4672,Success Eating,13,New York,NY,1
4673,Metlife,13,Minong,WI,2
4674,Assured Guaranty,13,Westbury,NY,3
4675,Gamestop Chophouse,13,Richmond,VA,3
4676,Cornerworld Bar,13,Medford,OR,3
4677,Mercedes Grill,13,Kirkland,WA,3
4678,Akorn,13,Houston,TX,1
4679,Tandy Brands Accessories,13,Fairfax,VA,3
4680,Yte ,13,Carson,CA,3
4681,Crackers California,13,San Francisco,CA,3
4682,Tetralogic,13,Chicago,IL,1
4683,Saratoga Salon,13,Scranton,PA,1
4684,Graphite ,13,Boston,MA,3
4685,Oncosec Love,13,Orland Park,IL,2
4686,Nuzee,13,Charlotte,NC,3
4687,Cafetaria Food,13,Denver,CO,3
4688,Shire Palace,13,Indianapolis,IN,3
4689,Ourpets Co,13,Tampa,FL,3
4690,Cabot Chips,13,Sun Prairie,WI,2
4691,Arbor Drink Pub,13,Kansas City,MO,3
4692,Desert Cal,13,Juneau,AK,3
4693,Tii Network Bakes,13,Lakeland,FL,1
4694,Apco Eatery,13,Denver,CO,3
4695,Cache,13,West Chester,OH,3
4696,Amrep Chophouse,13,Florence,AL,1
4697,Verizon Pizzarie,13,Asheville,NC,3
4698,Kinetic Concepts,13,Timberline Lodge,OR,1
4699,Thq,13,Oliver Springs,TN,2
4700,Ophthalmic Magic,13,Detroit,MI,3
4701,Vermillion,13,Mebane,NC,1
4702,Citibar Na As,13,New York,NY,1
4703,Azur Karma Co,13,Lynn,MA,3
4704,Logistics Sweets Pub,13,Chicago,IL,2
4705,Gulf & Orient Steamship,13,Apex,NC,3
4706,Demagnetisation Jmp,13,Warrensburg,MO,1
4707,Sunshine Biokarma,13,Woburn,MA,3
4708,Sillenger Exploration,13,Lahaina,HI,3
4709,Cullen Agricultural,13,Seattle,WA,1
4710,Cumulus Media,13,Rochester,NY,3
4711,Kit Crum,13,Armonk,NY,2
4712,Callisto Grill,13,Clinton Township,MI,2
4713,Potlatch Dining,13,Marengo,IL,2
4714,Sajan,13,New York,NY,3
4715,Ld Eatings,13,Dayton,OH,3
4716,Minerva Shakes,13,Pineville,LA,1
4717,Easterly Spa,13,Charlotte,NC,3
4718,Imperfectly Nissan Edibles,13,Plymouth,WI,1
4719,Safeguard Foodys,13,Stoneham,MA,1
4720,Terra Nitrogen ,13,San Jose,CA,3
4721,Brk,13,Wallingford,CT,2
4722,New Global,13,Chicago,IL,3
4723,Libertybar,13,Newport,RI,3
4724,Fishy Icecream,13,New York,NY,3
4725,World Food Exchange,13,Salt Lake City,UT,2
4726,Music of Your Life,13,Saint Francisville,LA,2
4727,Bohai Grill,13,Boynton Beach,FL,3
4728,Cerus Bar,13,Granbury,TX,3
4729,Midas,13,Denver,CO,3
4730,Xformity Bakes,13,Scranton,PA,3
4731,Turbodyne Bakes,13,Lanham,MD,3
4732,Activant Diner De,13,Carbondale,IL,3
4733,Dessert Commonwealth,13,Redwood City,CA,3
4734,Unilens Vision,13,Hot Springs National Park,AR,3
4735,American Church Food,13,Toronto,ON,3
4736,Independencegains,13,Plymouth,MA,1
4737,Channeladvisor Outlet,13,Laval,QC,1
4738,Crum Ally,13,Lincoln,NE,2
4739,Nacelbar,13,Charlotte,NC,3
4740,Easo Macaroni,13,New York,NY,1
4741,Burned Rest,13,Paradise,PA,3
4742,Altovida,13,Washington,DC,3
4743,Administrators Volkswagen,13,Columbus,OH,3
4744,Ishares Coffee,13,Santa Fe,NM,1
4745,Castle M & Co,13,Saratoga Springs,NY,3
4746,Charming Shoppes,13,New York,NY,3
4747,Apache offshore,13,Savannah,GA,3
4748,All Grade Milk,13,Birmingham,AL,3
4749,Resource America,13,Wichita Falls,TX,1
4750,Assurant,13,Secaucus,NJ,1
4751,Petrobar,13,Boston,MA,3
4752,Omega Protein Pizzeria,13,New Richmond,OH,1
4753,Energie Eatings,13,Las Vegas,NV,3
4754,Rackwise,13,Spartanburg,SC,2
4755,De Bakery 10,13,Carrollton,GA,1
4756,Ista Feast,13,Barboursville,WV,2
4757,Onconova Kitchens,13,Akron,OH,2
4758,Sunridge Lodge,13,Philadelphia,PA,3
4759,Dopkins,13,West Lawn,PA,3
4760,Plandai Greennology,15,Saginaw,MI,2
4761,Western Union Co,13,Portland,OR,3
4762,Homelandcook,13,Queensbury,NY,2
4763,Mackenzie Taylor Pizza,13,Newtown Square,PA,1
4764,Peartrack Security,13,Lyndonville,VT,3
4765,Munros,13,Clarksville,MD,3
4766,Acucela,13,Moab,UT,3
4767,Sharpspring,13,San Diego,CA,1
4768,Marathon Patent,4,Timberline Lodge,OR,2
4769,Ubiquiti Networks,13,Portland,OR,3
4770,Go Green Smokeless,13,Orillia,ON,1
4771,Immune Kitchens,2,Springfield,MO,1
4772,Renewable& Power,13,Fitchburg,WI,3
4773,Gp Salons,13,Round Rock,TX,1
4774,Deadlocked Navient Lime,13,Milwaukee,WI,1
4775,Coherent,13,Washington,DC,1
4776,Delta Natural,13,Rosemount,MN,1
4777,Nationaresto,13,Charlotte,NC,3
4778,Tropic Lodge,13,Kelso,WA,3
4779,Sunedison,13,Frisco,TX,3
4780,Mirenco,13,St Simons Island,GA,2
4781,Independent Pans,13,Richmond Hill,ON,3
4782,Greene County Baker,13,New York,NY,2
4783,Iomagic Bar,13,Lynchburg,VA,2
4784,Tristar Wellness,13,Lexington,KY,1
4785,Allscripts Caffee,13,Weehawken,NJ,3
4786,Carolina Bar Eatings,13,San Antonio,TX,1
4787,Fentura Cooks,13,Savannah,GA,3
4788,Cbiz,13,Rancho Mirage,CA,1
4789,Gunpowder Gold Bar,13,Chicago,IL,3
4790,Incestuous Sequoia Food Pub,13,Harpers Ferry,WV,3
4791,Lifeapps Brands,13,San Diego,CA,3
4792,Cpi Lodge Eating,13,Pismo Beach,CA,3
4793,Mallkrodt Plc,13,Washington,DC,1
4794,Broadest Edibles,13,Sagle,ID,2
4795,Paramount,13,Chicago,IL,3
4796,Pepsico,13,Cleveland,OH,3
4797,Paradigm Eatery,13,Moss Landing,CA,1
4798,Atlaslp,13,Evanston,IL,3
4799,Chicopee Baker,13,Brighton,MI,3
4800,Stanbar Cooks,13,Lutherville,MD,3
4801,Mad Catz,13,Westfield,IN,3
4802,Consolidated,13,Menomonee Falls,WI,1
4803,Karmathene,13,Memphis,TN,2
4804,Burger King Frys,13,New York,NY,3
4805,Organic Market,13,Woodland Park,NJ,1
4806,Shrank Wisdomtree Continuous,13,New Orleans,LA,3
4807,International Speedway,13,Rahway,NJ,1
4808,On Assignment,13,Palm Springs,CA,3
4809,La Jolla Eatery,13,Nashville,TN,1
4810,Eollo Loco Eatings,13,Boulder,CO,3
4811,Wells Cuisine Funx,13,Traverse City,MI,3
4812,Dollar Tree,13,Papillion,NE,2
4813,Hotcloud Fast,13,Stroudsburg,PA,1
4814,Atlas Cal Eatings,13,Gettysburg,PA,1
4815,Rangeford Fish,13,New York,NY,2
4816,Retailmenot,13,Kent,WA,3
4817,Innospec,13,Decatur,GA,3
4818,Abovenet,13,Oklahoma City,OK,3
4819,Sino Clean,13,San Jose,CA,3
4820,Atyr Karma,13,Highland Park,IL,3
4821,Sanuwave Food,13,Jackson,MS,1
4822,Southern Missouri Baker,13,Harrisville,RI,3
4823,Superior Uniform,13,Forest Grove,OR,1
4824,Rainbow Coral Bar,13,Fernandina Beach,FL,1
4825,Westrock Co,13,Talent,OR,2
4826,Nve  New,13,Owasso,OK,2
4827,Pecoco,13,Folsom,CA,3
4828,Ew Scripps Co,13,Liberty Hill,TX,3
4829,Courier Outlet,13,Lakeland,FL,3
4830,Merrill Lynch,13,Dallas,TX,2
4831,China Sky One Love,13,Dallas,TX,3
4832,Mtr Gaming,14,Vancouver,WA,1
4833,Nam Turtas,13,Little Rock,AR,1
4834,Acadia Drink Pub,13,Nashville,TN,3
4835,United States Gasoline,13,Atlanta,GA,1
4836,Ambicom Eatings,13,Trenton,MI,3
4837,Axovant,13,Chicago,IL,1
4838,Abby,13,Redondo Beach,CA,3
4839,New Mountain,13,Pensacola,FL,3
4840,Newmarket Restaurant,13,Anacortes,WA,1
4841,Gameplan,13,North Liberty,IA,3
4842,Crestwood Dessert Icecream,13,New Hyde Park,NY,1
4843,Janus Cal,13,Moreland Hills,OH,3
4844,Dynamic Gold Bar,13,Toronto,ON,3
4845,Viking Salons,13,Greenville,TX,2
4846,Halcon Fish Dining,13,Costa Mesa,CA,1
4847,Xenonics Eatings,13,Oklahoma City,OK,3
4848,Inteliquent,13,Warrensburg,MO,3
4849,Ameris Baker,13,Bemidji,MN,1
4850,Mdu Fish,13,Boston,MA,1
4851,Commerce,13,Stamford,CT,3
4852,Multi Color Outlet,13,Fernandina Beach,FL,3
4853,Heartland Cooks USA,13,Des Plaines,IL,3
4854,Technicaizzarie,13,San Juan Bautista,CA,3
4855,New York Sub Co,13,Newark,OH,1
4856,Cuteness Ford Floorplan,13,Milton,FL,2
4857,Central Vermont Public,13,Jacksonville,NC,2
4858,Uplift Nutrition,13,Eaton,NH,1
4859,Afh Bakery Vii,13,Edison,NJ,3
4860,Smart,13,Westland,MI,3
4861,Travelport Worldwide,13,Libertyville,IL,3
4862,Bravatek Cookery,13,Salem,NH,3
4863,Prgx Global,13,New York,NY,3
4864,F5 Networks,13,Boalsburg,PA,1
4865,Cn Fish,13,Guntersville,AL,1
4866,Insite Vision,13,Higganum,CT,2
4867,Powder River,13,Santa Clara,CA,3
4868,Miserable clays Cafetaria,13,Cleveland,OH,1
4869,Ar Cal Bakery,13,Salt Lake City,UT,1
4870,Majesco,13,Stockton,CA,2
4871,Global Quest,13,Seattle,WA,3
4872,Targa Fish Dining,13,Port Clinton,OH,1
4873,Kitchen Cookery,13,Huntington Beach,CA,1
4874,Prismone,13,West Columbia,SC,1
4875,Zentric,13,Las Vegas,NV,2
4876,Sport Endurance,13,Highland,IL,1
4877,Omphalos Bar,13,Fort Lauderdale,FL,1
4878,Canyon Copper Outlet,13,Denver,CO,2
4879,Orasure Bakes,13,Hillsdale,NJ,3
4880,Quantum Sun Power,13,Jacksonville,FL,3
4881,Sprint Canteen,13,Henrico,VA,3
4882,Hillman Nuggets,13,Roanoke,VA,3
4883,Petmed Express,13,Salt Lake City,UT,1
4884,M Line Eating,13,New York,NY,1
4885,Coastal Baring,13,Bar Harbor,ME,3
4886,Baxano Surgical,13,Boston,MA,3
4887,LoMediterranean,13,Lexington,KY,3
4888,H&R Plums,13,Gainesville,FL,3
4889,Sears Eatings Bar,13,New York,NY,1
4890,Highpower Lodge,13,Keego Harbor,MI,1
4891,Williams Lp,13,New York,NY,3
4892,Puissant Noodles,13,Boston,MA,1
4893,Apex 2,13,New York,NY,1
4894,Armored,13,Toronto,ON,1
4895,Allotments Volkswagen Lime,14,Dallas,TX,1
4896,Kindliest Drinkers,13,Cody,WY,1
4897,American Retail,13,Philadelphia,PA,1
4898,Kla Tencor Outlet,13,Nashville,TN,2
4899,Ironstone,13,Fort Walton Beach,FL,3
4900,Jones Cooks Nuggets,13,Hendersonville,NC,2
4901,Bp Prudhoe Bay Royalty,13,Monterey,CA,1
4902,American Honda,13,Grafton,WI,3
4903,J M Smucker Co,13,Las Vegas,NV,1
4904,Cinemarkos Tx,13,Brookline,NH,2
4905,Direc Tea Vii,13,Washington,DC,1
4906,Food Revenue Assurance,13,New York,NY,3
4907,Innovation Treats,13,St Pete Beach,FL,1
4908,Ournett Tea House,13,Wexford,PA,3
4909,Veritiv Bar,13,Point Lookout,MO,3
4910,Milacron Eatings,13,Lauderdale By The Sea,FL,1
4911,Kmrb Bakery,13,Olympia Fields,IL,2
4912,General Employment,13,Jackson,WY,2
4913,Tootie Pie,13,Kennewick,WA,2
4914,Public Storage,13,Woodbridge,VA,1
4915,Cyios Bar,13,Las Vegas,NV,3
4916,Virnetx Eating Bar,13,Syracuse,NY,1
4917,First Community,13,Dearborn,MI,1
4918,Legacy,13,Santa Barbara,CA,3
4919,Park Place,13,St Petersburg,FL,3
4920,Pacific Cal Baker,13,Puyallup,WA,2
4921,First Farmers & Merchants,13,Bismarck,ND,1
4922,Reading Lodge,13,Phoenix,AZ,2
4923,Canandaigua National,13,New Orleans,LA,1
4924,Aptalis Karma,13,Kennewick,WA,2
4925,Ultragenyx Eatery,13,Davis,WV,2
4926,Laundrette Sequoia Food Pub,13,Waterloo,NY,2
4927,Comm 2020 Food,13,Asheville,NC,3
4928,Liberty Globalc,13,Roswell,GA,1
4929,Standard Register Co,13,New York,NY,1
4930,Five Star Quality Care,13,Severna Park,MD,1
4931,Blackrock,13,Carpinteria,CA,3
4932,Cavitation Bakes,13,Spokane,WA,3
4933,Cyberspace Vita,13,Tucson,AZ,3
4934,Telco Cuba,13,Kansas City,MO,2
4935,Toro Co,13,Forest Hills,NY,1
4936,Cott Canteen Cn,13,Greenwich,CT,3
4937,Rf Monolithics,13,San Diego,CA,1
4938,Consolidated Water,13,San Juan,PR,3
4939,Teradyne,13,Lees Summit,MO,2
4940,Actua Bar,10,Chesapeake,VA,1
4941,Mips Bakes,13,Princeton,MN,2
4942,Viewfinder Sour Edibles,13,Skokie,IL,1
4943,Armstrong World,13,Alexandria,VA,1
4944,Wet Seal,13,Santa Cruz,CA,2
4945,Marine Growth,13,Brooklyn,NY,1
4946,World Series of Golf,13,Cookeville,TN,1
4947,Shames Lickie Fast,13,Prior Lake,MN,1
4948,American Midstream,13,Baltimore,MD,1
4949,Tri Pointe,13,Bend,OR,1
4950,Commissioned Cafetaria Food,13,White Bear Lake,MN,1
4951,Net Savings Link,13,Baltimore,MD,1
4952,Adamis Yummy,13,New Haven,CT,3
4953,Atrm Eatings,13,Grand Prairie,TX,2
4954,Gopher Protocol,13,Millis,MA,3
4955,Muskets Coffee,13,Hershey,PA,2
4956,Parking Liberty Media,13,Sarasota,FL,1
4957,Emeraldsle Explorations,13,Tempe,AZ,1
4958,Editor Café,13,Northbrook,IL,2
4959,Finds Eatings,13,Saint Louis,MO,2
4960,Fuse Love,4,South Ozone Park,NY,2
4961,First of Longsland,13,Gatlinburg,TN,2
4962,Directview Eatings,13,East Stroudsburg,PA,1
4963,Tanke Greens Bar,13,Flint Hill,VA,1
4964,Willis Towers Watson,13,Easthampton,MA,3
4965,Kentucky Utilities Co,13,Essex,MD,2
4966,Epl Eatery,13,Corte Madera,CA,3
4967,Americas Carmart,13,Atlanta,GA,3
4968,Neah Power,13,Menifee,CA,1
4969,Procera Networks,13,Rochester,NY,2
4970,Magnegas Bar,13,Sacramento,CA,3
4971,Walker Lane Exploration,13,Reston,VA,3
4972,Barguam Eating Co,13,Pahrump,NV,1
4973,Valcom,13,Washington,DC,3
4974,Aehr Test,13,Plainfield,CT,2
4975,Global Food Bakes,13,Ridgefield,CT,2
4976,Foster Wheeler,13,Gibsonia,PA,1
4977,Biomed Drink ,13,San Juan Capistrano,CA,1
4978,Houlihan Lokey,13,Pearl,MS,1
4979,Liberator Love,13,Madison,WI,1
4980,Foodies Heritage,13,Tallahassee,FL,1
4981,Pacific Pirates,13,Los Angeles,CA,2
4982,Croghan Pub,13,Gardiner,MT,1
4983,Tikinak of America,13,New Iberia,LA,1
4984,Dinars Santander Drive,13,Steamboat Springs,CO,2
4985,Grill,13,Bel Air,MD,2
4986,Ajs Baker,13,Jericho,NY,3
4987,Pieris Yummy,13,Saint Petersburg,FL,3
4988,Beneficial Baker,13,Rockville,MD,1
4989,Titanium Fruits Bar,13,Spring,TX,1
4990,United Rentals North,13,Green Bay,WI,2
4991,Wonder Lodge,13,Orlando,FL,1
4992,Cook Service,13,Las Vegas,NV,1
4993,Aots 30,13,Saint Paul,MN,1
4994,Massiventeractive,13,Naples,FL,3
4995,Gladstone Land Bar,13,Chestertown,MD,2
4996,Agr Fools,13,Ocala,FL,1
4997,Clean Power Concepts,13,Sun Prairie,WI,3
4998,Spa Fruits Ome,14,Westlake,OH,1
4999,Everyware Global,13,Provincetown,MA,3
5000,Atlasi Icecream,13,Montgomery,TX,1
5001,Xenetic Greens,13,Asheville,NC,1
5002,Wp Glimcher,13,Des Moines,WA,2
5003,Asta Funing,13,Honolulu,HI,3
5004,Colonial Drink Limited,13,Richmond,VA,3
5005,Kelly Services,13,Plainsboro,NJ,2
5006,Kroger Co,13,Portland,OR,2
5007,Discursively Southwest Eatery,13,Naples,FL,1
5008,Mony Life Kitchen of,13,Duluth,MN,1
5009,Privatebaker,13,Big Sur,CA,1
5010,Meritor,13,Dublin,CA,1
5011,Meru Networks,13,Oregon City,OR,3
5012,Cnk Global,13,Andover,MA,2
5013,California Pizza Kitchen,13,Westport,MA,3
5014,Generaanda Cal,13,Sugar Grove,IL,1
5015,Conatus Yummy,13,Wolcott,NY,2
5016,Wendy's Restaurants,13,Glen Burnie,MD,1
5017,Tidiness Accelerated Bakes,13,Nashville,TN,2
5018,Steel Dyno,13,Brentwood,TN,2
5019,Monarch Casino & Resort,13,Irvine,CA,1
5020,Surewest,13,Kansas City,MO,3
5021,Euronet Worldwide,13,Jacksonville,FL,2
5022,Arrayit Canteen,13,North Muskegon,MI,2
5023,Diguang Lodge,13,East Meadow,NY,1
5024,Hijackers Icecream,13,Tucson,AZ,1
5025,Mass Hysteria,13,Kingsport,TN,2
5026,Aes Bar,13,Fort Pierce,FL,1
5027,Finish Linen,13,New York,NY,2
5028,Modern Eatings,13,Beaverton,OR,1
5029,Tootsie Roll Noodles,13,Hilton Head Island,SC,3
5030,Thwapr,13,Des Moines,IA,3
5031,Soupman,13,Richmond,VA,1
5032,Ngfc Equities,13,Frankfort,MI,3
5033,Freshpet,13,Longmont,CO,1
5034,Emerald Cake,13,Shreveport,LA,3
5035,Bakersouth,13,New York,NY,3
5036,Red Robin Gourmet Burgers,13,Charleston,SC,2
5037,American Patriot,13,New York,NY,1
5038,Jpak,13,Peterborough,NH,2
5039,Birmingham Bloomfield,13,Spring Lake,MI,2
5040,Aots 29,13,Coral Springs,FL,3
5041,Northeastsland Bar,13,Sunset Beach,NC,2
5042,Foundation Medicine,13,Clinton,NY,2
5043,Aviv,13,Brooklyn,NY,3
5044,Zoran Joint,13,Encinitas,CA,3
5045,Seachange Lodge,13,Pittsburgh,PA,2
5046,Energy Future Eatings,13,Hilton Head Island,SC,1
5047,Community First,13,Twin Falls,ID,1
5048,Vidable,13,Kissimmee,FL,3
5049,Crum Brand Media,13,Bluffton,SC,2
5050,Radient Eaterys,13,San Mateo,CA,2
5051,Par Eatery,13,Rancho Cucamonga,CA,3
5052,Sandston Pizzeria,13,Stillwater,MN,3
5053,Graffito Grill,13,Doylestown,PA,3
5054,Interconnectedness Standard,13,Valparaiso,IN,1
5055,South West Coast Senior,13,Houston,TX,2
5056,Double Eagle Bakery,13,Addison,VT,2
5057,Preton Mediterranean,13,Gatlinburg,TN,3
5058,Apria Caffee,13,Pawleys Island,SC,2
5059,Callon Bread Co,13,Chicago,IL,3
5060,Resonant,13,Palm Beach Gardens,FL,1
5061,Cal-Maine Foods,13,Catoosa,OK,3
5062,Composite Restaurant,13,Owensboro,KY,1
5063,Heico Drive-in,13,Grafton,IL,1
5064,Platinumfish,13,Big Bear Lake,CA,1
5065,Sungard,13,Johnston,RI,2
5066,Aware Ma,13,Chester,NJ,2
5067,First South Baker,13,Lambertville,NJ,1
5068,Fruits USA,13,Tampa,FL,2
5069,Star Buffet,13,Jasper,AB,3
5070,Yummies,13,Julian,CA,2
5071,Natural Services,13,Manchester,CT,3
5072,Groupon,13,Fort Myers,FL,1
5073,Medley Mediterranean,13,Clearwater,FL,3
5074,Infrareit,13,Chicago,IL,1
5075,Uschina Venture,13,Medford,OR,2
5076,Drewrys Brewing Co,13,Gardner,MA,3
5077,Future Caffee of,13,Chattanooga,TN,3
5078,Fidelity Baker,13,San Diego,CA,3
5079,Pittsburgh & West,13,Ontario,OR,2
5080,Eagle Ford Eatery,13,Greeley,CO,2
5081,Intelligent Highway,13,Grand Junction,CO,1
5082,Trope Volkswagen,13,Whitehall,MI,2
5083,Remains Santander Drive,13,Sulphur,LA,2
5084,Macquarie Rice,13,Riverside,CA,1
5085,Invuity,13,Scottsdale,AZ,3
5086,Electromed,13,Nyack,NY,1
5087,Nic,13,Harrison,AR,1
5088,Stewardship Cooks,13,Corning,NY,3
5089,Shudder Café,13,Chicago,IL,3
5090,Mediterranean,13,Perry,NY,1
5091,Natures Sunshine Bakes,13,Navarre,FL,1
5092,Csp Ma,13,Geneva,IL,1
5093,Lino Independent Canteen,13,San Francisco,CA,3
5094,Perfumania Eatings,13,Santa Barbara,CA,2
5095,Lode-Star Milk,13,Sarasota,FL,3
5096,Accelerize,13,Palmer,MA,2
5097,Bway Parent,13,Springdale,AR,1
5098,Cepheus Bakery,13,Abilene,TX,1
5099,Digipath,13,Madison Heights,MI,2
5100,China Steel,13,Santa Cruz,CA,3
5101,Greenbacker,13,Yucaipa,CA,2
5102,Intermune,13,Troutville,VA,2
5103,Nephros,13,Omaha,NE,1
5104,China Carbon Graphite,13,Santa Barbara,CA,1
5105,Minn Shares,13,The Woodlands,TX,3
5106,Paradise,13,Union Grove,WI,2
5107,Astronova,13,Durham,NC,2
5108,Hemagen Cafe,13,Las Vegas,NV,1
5109,Yore Scrumptious,13,Belleville,MI,2
5110,Tpc,13,South Easton,MA,2
5111,4G Enterprises,13,New York,NY,1
5112,Altair Lodge,13,Lubbock,TX,2
